experiment,device,model,sample_id,expected,predicted,correct,tokens_per_sec,ttft_ms
E2-accuracy,device1,phi3:mini,47,urgent,complaint,False,0.46,6068.31
E2-accuracy,device1,phi3:mini,48,urgent,urgent,True,0.35,5407.12
E2-accuracy,device1,phi3:mini,49,urgent,urgent,True,0.32,6018.59
E2-accuracy,device1,phi3:mini,50,urgent,urgent,True,0.34,5669.93
E2-accuracy,device1,phi3:mini,51,inquiry,inquiry,True,0.52,5415.07
E2-accuracy,device1,phi3:mini,52,inquiry,inquiry,True,0.56,4910.65
E2-accuracy,device1,phi3:mini,53,complaint,complaint,True,0.47,5987.5
E2-accuracy,device1,phi3:mini,54,complaint,complaint,True,0.52,5376.7
E2-accuracy,device1,phi3:mini,55,feedback,inquiry,False,0.46,6058.6
E2-accuracy,device1,phi3:mini,56,feedback,feedback,True,0.32,5887.4
E2-accuracy,device1,phi3:mini,57,spam,spam,True,0.28,6744.75
E2-accuracy,device1,phi3:mini,58,spam,spam,True,0.29,6677.0
E2-accuracy,device1,phi3:mini,59,urgent,urgent,True,0.31,6097.81
E2-accuracy,device1,phi3:mini,60,urgent,urgent,True,0.29,6632.94
E2-accuracy,device1,phi3:mini,61,inquiry,inquiry,True,0.48,5855.45
E2-accuracy,device1,phi3:mini,62,inquiry,inquiry,True,0.52,5297.76
E2-accuracy,device1,phi3:mini,63,complaint,complaint,True,0.42,6643.39
E2-accuracy,device1,phi3:mini,64,complaint,complaint,True,0.44,6363.32
E2-accuracy,device1,phi3:mini,65,feedback,feedback,True,0.3,6391.87
E2-accuracy,device1,phi3:mini,66,feedback,feedback,True,0.35,5399.19
E2-accuracy,device1,phi3:mini,67,spam,spam,True,0.29,6713.53
E2-accuracy,device1,phi3:mini,68,spam,spam,True,0.31,6261.72
E2-accuracy,device1,phi3:mini,69,urgent,urgent,True,0.33,5826.84
E2-accuracy,device1,phi3:mini,70,urgent,urgent,True,0.3,6470.85
E2-accuracy,device1,phi3:mini,71,inquiry,inquiry,True,0.54,5167.12
E2-accuracy,device1,phi3:mini,72,inquiry,inquiry,True,0.5,5547.6
E2-accuracy,device1,phi3:mini,73,complaint,complaint,True,0.49,5665.91
E2-accuracy,device1,phi3:mini,74,complaint,complaint,True,0.47,5914.86
E2-accuracy,device1,phi3:mini,75,feedback,feedback,True,0.32,5999.6
E2-accuracy,device1,phi3:mini,76,feedback,complaint,False,0.47,5904.63
E2-accuracy,device1,phi3:mini,77,spam,spam,True,0.29,6647.01
E2-accuracy,device1,phi3:mini,78,spam,urgent,False,0.31,6131.52
E2-accuracy,device1,phi3:mini,79,urgent,urgent,True,0.3,6389.69
E2-accuracy,device1,phi3:mini,80,urgent,urgent,True,0.3,6442.6
E2-accuracy,device1,phi3:mini,81,inquiry,inquiry,True,0.51,5467.76
E2-accuracy,device1,phi3:mini,82,inquiry,inquiry,True,0.48,5762.2
E2-accuracy,device1,phi3:mini,83,complaint,complaint,True,0.48,5777.52
E2-accuracy,device1,phi3:mini,84,complaint,complaint,True,0.48,5848.45
E2-accuracy,device1,phi3:mini,85,feedback,feedback,True,0.34,5638.03
E2-accuracy,device1,phi3:mini,86,feedback,feedback,True,0.34,5657.98
E2-accuracy,device1,phi3:mini,87,spam,spam,True,0.3,6304.83
E2-accuracy,device1,phi3:mini,88,spam,spam,True,0.31,6259.58
E2-accuracy,device1,phi3:mini,89,urgent,urgent,True,0.31,6116.37
E2-accuracy,device1,phi3:mini,90,urgent,urgent,True,0.3,6277.61
E2-accuracy,device1,phi3:mini,91,inquiry,complaint,False,0.42,6676.1
E2-accuracy,device1,phi3:mini,92,inquiry,inquiry,True,0.49,5654.14
E2-accuracy,device1,phi3:mini,93,complaint,complaint,True,0.48,5765.25
E2-accuracy,device1,phi3:mini,94,complaint,complaint,True,0.47,5948.39
E2-accuracy,device1,phi3:mini,95,feedback,complaint,False,0.47,5866.26
E2-accuracy,device1,phi3:mini,96,feedback,feedback,True,0.31,6161.32
E2-accuracy,device1,phi3:mini,97,spam,spam,True,0.3,6361.55
E2-accuracy,device1,phi3:mini,98,spam,spam,True,0.3,6286.43
E2-accuracy,device1,phi3:mini,99,urgent,urgent,True,0.3,6429.2
E2-accuracy,device1,phi3:mini,100,urgent,urgent,True,0.3,6301.91
E2-accuracy,device1,phi3-q5,1,inquiry,,False,0.0,3.8
E2-accuracy,device1,phi3-q5,2,inquiry,,False,0.0,2.69
E2-accuracy,device1,phi3-q5,3,inquiry,,False,0.0,2.77
E2-accuracy,device1,phi3-q5,4,inquiry,,False,0.0,5.22
E2-accuracy,device1,phi3-q5,5,inquiry,,False,0.0,4.26
E2-accuracy,device1,phi3-q5,6,inquiry,,False,0.0,3.25
E2-accuracy,device1,phi3-q5,7,inquiry,,False,0.0,3.38
E2-accuracy,device1,phi3-q5,8,inquiry,,False,0.0,4.22
E2-accuracy,device1,phi3-q5,9,inquiry,,False,0.0,3.18
E2-accuracy,device1,phi3-q5,10,inquiry,,False,0.0,3.36
E2-accuracy,device1,phi3-q5,11,complaint,,False,0.0,5.04
E2-accuracy,device1,phi3-q5,12,complaint,,False,0.0,3.91
E2-accuracy,device1,phi3-q5,13,complaint,,False,0.0,2.83
E2-accuracy,device1,phi3-q5,14,complaint,,False,0.0,2.82
E2-accuracy,device1,phi3-q5,15,complaint,,False,0.0,3.34
E2-accuracy,device1,phi3-q5,16,complaint,,False,0.0,3.53
E2-accuracy,device1,phi3-q5,17,complaint,,False,0.0,3.55
E2-accuracy,device1,phi3-q5,18,complaint,,False,0.0,3.24
E2-accuracy,device1,phi3-q5,19,complaint,,False,0.0,3.6
E2-accuracy,device1,phi3-q5,20,complaint,,False,0.0,3.55
E2-accuracy,device1,phi3-q5,21,feedback,,False,0.0,3.27
E2-accuracy,device1,phi3-q5,22,feedback,,False,0.0,2.67
E2-accuracy,device1,phi3-q5,23,feedback,,False,0.0,2.78
E2-accuracy,device1,phi3-q5,24,feedback,,False,0.0,2.83
E2-accuracy,device1,phi3-q5,25,feedback,,False,0.0,2.92
E2-accuracy,device1,phi3-q5,26,feedback,,False,0.0,2.78
E2-accuracy,device1,phi3-q5,27,feedback,,False,0.0,3.06
E2-accuracy,device1,phi3-q5,28,feedback,,False,0.0,2.78
E2-accuracy,device1,phi3-q5,29,feedback,,False,0.0,2.54
E2-accuracy,device1,phi3-q5,30,feedback,,False,0.0,3.55
E2-accuracy,device1,phi3-q5,31,spam,,False,0.0,3.23
E2-accuracy,device1,phi3-q5,32,spam,,False,0.0,2.42
E2-accuracy,device1,phi3-q5,33,spam,,False,0.0,2.19
E2-accuracy,device1,phi3-q5,34,spam,,False,0.0,2.03
E2-accuracy,device1,phi3-q5,35,spam,,False,0.0,2.19
E2-accuracy,device1,phi3-q5,36,spam,,False,0.0,2.38
E2-accuracy,device1,phi3-q5,37,spam,,False,0.0,2.87
E2-accuracy,device1,phi3-q5,38,spam,,False,0.0,1.87
E2-accuracy,device1,phi3-q5,39,spam,,False,0.0,1.57
E2-accuracy,device1,phi3-q5,40,spam,,False,0.0,1.54
E2-accuracy,device1,phi3-q5,41,urgent,,False,0.0,1.7
E2-accuracy,device1,phi3-q5,42,urgent,,False,0.0,1.7
E2-accuracy,device1,phi3-q5,43,urgent,,False,0.0,2.73
E2-accuracy,device1,phi3-q5,44,urgent,,False,0.0,1.69
E2-accuracy,device1,phi3-q5,45,urgent,,False,0.0,1.75
E2-accuracy,device1,phi3-q5,46,urgent,,False,0.0,1.51
E2-accuracy,device1,phi3-q5,47,urgent,,False,0.0,1.88
E2-accuracy,device1,phi3-q5,48,urgent,,False,0.0,1.57
E2-accuracy,device1,phi3-q5,49,urgent,,False,0.0,1.55
E2-accuracy,device1,phi3-q5,50,urgent,,False,0.0,1.44
E2-accuracy,device1,phi3-q5,51,inquiry,,False,0.0,1.85
E2-accuracy,device1,phi3-q5,52,inquiry,,False,0.0,2.13
E2-accuracy,device1,phi3-q5,53,complaint,,False,0.0,1.55
E2-accuracy,device1,phi3-q5,54,complaint,,False,0.0,1.47
E2-accuracy,device1,phi3-q5,55,feedback,,False,0.0,1.41
E2-accuracy,device1,phi3-q5,56,feedback,,False,0.0,1.53
E2-accuracy,device1,phi3-q5,57,spam,,False,0.0,1.49
E2-accuracy,device1,phi3-q5,58,spam,,False,0.0,1.42
E2-accuracy,device1,phi3-q5,59,urgent,,False,0.0,1.31
E2-accuracy,device1,phi3-q5,60,urgent,,False,0.0,1.33
E2-accuracy,device1,phi3-q5,61,inquiry,,False,0.0,1.91
E2-accuracy,device1,phi3-q5,62,inquiry,,False,0.0,1.93
E2-accuracy,device1,phi3-q5,63,complaint,,False,0.0,1.94
E2-accuracy,device1,phi3-q5,64,complaint,,False,0.0,1.64
E2-accuracy,device1,phi3-q5,65,feedback,,False,0.0,1.13
E2-accuracy,device1,phi3-q5,66,feedback,,False,0.0,1.16
E2-accuracy,device1,phi3-q5,67,spam,,False,0.0,1.05
E2-accuracy,device1,phi3-q5,68,spam,,False,0.0,1.06
E2-accuracy,device1,phi3-q5,69,urgent,,False,0.0,1.07
E2-accuracy,device1,phi3-q5,70,urgent,,False,0.0,0.94
E2-accuracy,device1,phi3-q5,71,inquiry,,False,0.0,1.02
E2-accuracy,device1,phi3-q5,72,inquiry,,False,0.0,0.92
E2-accuracy,device1,phi3-q5,73,complaint,,False,0.0,1.21
E2-accuracy,device1,phi3-q5,74,complaint,,False,0.0,1.23
E2-accuracy,device1,phi3-q5,75,feedback,,False,0.0,1.05
E2-accuracy,device1,phi3-q5,76,feedback,,False,0.0,12.6
E2-accuracy,device1,phi3-q5,77,spam,,False,0.0,1.43
E2-accuracy,device1,phi3-q5,78,spam,,False,0.0,1.72
E2-accuracy,device1,phi3-q5,79,urgent,,False,0.0,1.86
E2-accuracy,device1,phi3-q5,80,urgent,,False,0.0,1.5
E2-accuracy,device1,phi3-q5,81,inquiry,,False,0.0,1.21
E2-accuracy,device1,phi3-q5,82,inquiry,,False,0.0,1.04
E2-accuracy,device1,phi3-q5,83,complaint,,False,0.0,1.07
E2-accuracy,device1,phi3-q5,84,complaint,,False,0.0,0.99
E2-accuracy,device1,phi3-q5,85,feedback,,False,0.0,1.05
E2-accuracy,device1,phi3-q5,86,feedback,,False,0.0,0.85
E2-accuracy,device1,phi3-q5,87,spam,,False,0.0,0.95
E2-accuracy,device1,phi3-q5,88,spam,,False,0.0,0.84
E2-accuracy,device1,phi3-q5,89,urgent,,False,0.0,0.91
E2-accuracy,device1,phi3-q5,90,urgent,,False,0.0,0.84
E2-accuracy,device1,phi3-q5,91,inquiry,,False,0.0,1.59
E2-accuracy,device1,phi3-q5,92,inquiry,,False,0.0,1.74
E2-accuracy,device1,phi3-q5,93,complaint,,False,0.0,1.2
E2-accuracy,device1,phi3-q5,94,complaint,,False,0.0,1.09
E2-accuracy,device1,phi3-q5,95,feedback,,False,0.0,1.37
E2-accuracy,device1,phi3-q5,96,feedback,,False,0.0,1.0
E2-accuracy,device1,phi3-q5,97,spam,,False,0.0,0.96
E2-accuracy,device1,phi3-q5,98,spam,,False,0.0,0.94
E2-accuracy,device1,phi3-q5,99,urgent,,False,0.0,1.21
E2-accuracy,device1,phi3-q5,100,urgent,,False,0.0,1.0
E2-accuracy,device1,phi3-q8,1,inquiry,,False,0.0,3.16
E2-accuracy,device1,phi3-q8,2,inquiry,,False,0.0,2.93
E2-accuracy,device1,phi3-q8,3,inquiry,,False,0.0,2.87
E2-accuracy,device1,phi3-q8,4,inquiry,,False,0.0,2.83
E2-accuracy,device1,phi3-q8,5,inquiry,,False,0.0,3.14
E2-accuracy,device1,phi3-q8,6,inquiry,,False,0.0,8.11
E2-accuracy,device1,phi3-q8,7,inquiry,,False,0.0,2.72
E2-accuracy,device1,phi3-q8,8,inquiry,,False,0.0,2.1
E2-accuracy,device1,phi3-q8,9,inquiry,,False,0.0,2.12
E2-accuracy,device1,phi3-q8,10,inquiry,,False,0.0,4.28
E2-accuracy,device1,phi3-q8,11,complaint,,False,0.0,4.08
E2-accuracy,device1,phi3-q8,12,complaint,,False,0.0,3.42
E2-accuracy,device1,phi3-q8,13,complaint,,False,0.0,2.05
E2-accuracy,device1,phi3-q8,14,complaint,,False,0.0,1.69
E2-accuracy,device1,phi3-q8,15,complaint,,False,0.0,1.96
E2-accuracy,device1,phi3-q8,16,complaint,,False,0.0,1.79
E2-accuracy,device1,phi3-q8,17,complaint,,False,0.0,2.0
E2-accuracy,device1,phi3-q8,18,complaint,,False,0.0,2.16
E2-accuracy,device1,phi3-q8,19,complaint,,False,0.0,1.61
E2-accuracy,device1,phi3-q8,20,complaint,,False,0.0,1.66
E2-accuracy,device1,phi3-q8,21,feedback,,False,0.0,1.6
E2-accuracy,device1,phi3-q8,22,feedback,,False,0.0,1.51
E2-accuracy,device1,phi3-q8,23,feedback,,False,0.0,1.48
E2-accuracy,device1,phi3-q8,24,feedback,,False,0.0,1.45
E2-accuracy,device1,phi3-q8,25,feedback,,False,0.0,3.04
E2-accuracy,device1,phi3-q8,26,feedback,,False,0.0,1.92
E2-accuracy,device1,phi3-q8,27,feedback,,False,0.0,1.47
E2-accuracy,device1,phi3-q8,28,feedback,,False,0.0,1.31
E2-accuracy,device1,phi3-q8,29,feedback,,False,0.0,1.35
E2-accuracy,device1,phi3-q8,30,feedback,,False,0.0,1.38
E2-accuracy,device1,phi3-q8,31,spam,,False,0.0,1.27
E2-accuracy,device1,phi3-q8,32,spam,,False,0.0,1.45
E2-accuracy,device1,phi3-q8,33,spam,,False,0.0,1.38
E2-accuracy,device1,phi3-q8,34,spam,,False,0.0,2.82
E2-accuracy,device1,phi3-q8,35,spam,,False,0.0,2.81
E2-accuracy,device1,phi3-q8,36,spam,,False,0.0,1.68
E2-accuracy,device1,phi3-q8,37,spam,,False,0.0,1.39
E2-accuracy,device1,phi3-q8,38,spam,,False,0.0,1.3
E2-accuracy,device1,phi3-q8,39,spam,,False,0.0,1.39
E2-accuracy,device1,phi3-q8,40,spam,,False,0.0,1.46
E2-accuracy,device1,phi3-q8,41,urgent,,False,0.0,1.25
E2-accuracy,device1,phi3-q8,42,urgent,,False,0.0,1.33
E2-accuracy,device1,phi3-q8,43,urgent,,False,0.0,1.33
E2-accuracy,device1,phi3-q8,44,urgent,,False,0.0,2.1
E2-accuracy,device1,phi3-q8,45,urgent,,False,0.0,1.78
E2-accuracy,device1,phi3-q8,46,urgent,,False,0.0,1.41
E2-accuracy,device1,phi3-q8,47,urgent,,False,0.0,1.3
E2-accuracy,device1,phi3-q8,48,urgent,,False,0.0,1.16
E2-accuracy,device1,phi3-q8,49,urgent,,False,0.0,1.06
E2-accuracy,device1,phi3-q8,50,urgent,,False,0.0,1.15
E2-accuracy,device1,phi3-q8,51,inquiry,,False,0.0,1.15
E2-accuracy,device1,phi3-q8,52,inquiry,,False,0.0,1.1
E2-accuracy,device1,phi3-q8,53,complaint,,False,0.0,1.14
E2-accuracy,device1,phi3-q8,54,complaint,,False,0.0,1.08
E2-accuracy,device1,phi3-q8,55,feedback,,False,0.0,1.22
E2-accuracy,device1,phi3-q8,56,feedback,,False,0.0,2.46
E2-accuracy,device1,phi3-q8,57,spam,,False,0.0,1.75
E2-accuracy,device1,phi3-q8,58,spam,,False,0.0,1.82
E2-accuracy,device1,phi3-q8,59,urgent,,False,0.0,1.26
E2-accuracy,device1,phi3-q8,60,urgent,,False,0.0,1.11
E2-accuracy,device1,phi3-q8,61,inquiry,,False,0.0,1.11
E2-accuracy,device1,phi3-q8,62,inquiry,,False,0.0,2.03
E2-accuracy,device1,phi3-q8,63,complaint,,False,0.0,1.68
E2-accuracy,device1,phi3-q8,64,complaint,,False,0.0,1.25
E2-accuracy,device1,phi3-q8,65,feedback,,False,0.0,1.73
E2-accuracy,device1,phi3-q8,66,feedback,,False,0.0,2.48
E2-accuracy,device1,phi3-q8,67,spam,,False,0.0,1.85
E2-accuracy,device1,phi3-q8,68,spam,,False,0.0,1.26
E2-accuracy,device1,phi3-q8,69,urgent,,False,0.0,1.09
E2-accuracy,device1,phi3-q8,70,urgent,,False,0.0,1.78
E2-accuracy,device1,phi3-q8,71,inquiry,,False,0.0,1.35
E2-accuracy,device1,phi3-q8,72,inquiry,,False,0.0,1.12
E2-accuracy,device1,phi3-q8,73,complaint,,False,0.0,1.23
E2-accuracy,device1,phi3-q8,74,complaint,,False,0.0,1.24
E2-accuracy,device1,phi3-q8,75,feedback,,False,0.0,1.33
E2-accuracy,device1,phi3-q8,76,feedback,,False,0.0,1.87
E2-accuracy,device1,phi3-q8,77,spam,,False,0.0,1.29
E2-accuracy,device1,phi3-q8,78,spam,,False,0.0,1.26
E2-accuracy,device1,phi3-q8,79,urgent,,False,0.0,1.06
E2-accuracy,device1,phi3-q8,80,urgent,,False,0.0,0.95
E2-accuracy,device1,phi3-q8,81,inquiry,,False,0.0,1.32
E2-accuracy,device1,phi3-q8,82,inquiry,,False,0.0,1.04
E2-accuracy,device1,phi3-q8,83,complaint,,False,0.0,1.08
E2-accuracy,device1,phi3-q8,84,complaint,,False,0.0,1.18
E2-accuracy,device1,phi3-q8,85,feedback,,False,0.0,1.07
E2-accuracy,device1,phi3-q8,86,feedback,,False,0.0,1.04
E2-accuracy,device1,phi3-q8,87,spam,,False,0.0,1.8
E2-accuracy,device1,phi3-q8,88,spam,,False,0.0,4.41
E2-accuracy,device1,phi3-q8,89,urgent,,False,0.0,1.64
E2-accuracy,device1,phi3-q8,90,urgent,,False,0.0,1.16
E2-accuracy,device1,phi3-q8,91,inquiry,,False,0.0,1.01
E2-accuracy,device1,phi3-q8,92,inquiry,,False,0.0,1.05
E2-accuracy,device1,phi3-q8,93,complaint,,False,0.0,0.98
E2-accuracy,device1,phi3-q8,94,complaint,,False,0.0,1.01
E2-accuracy,device1,phi3-q8,95,feedback,,False,0.0,0.95
E2-accuracy,device1,phi3-q8,96,feedback,,False,0.0,0.89
E2-accuracy,device1,phi3-q8,97,spam,,False,0.0,0.98
E2-accuracy,device1,phi3-q8,98,spam,,False,0.0,2.01
E2-accuracy,device1,phi3-q8,99,urgent,,False,0.0,1.62
E2-accuracy,device1,phi3-q8,100,urgent,,False,0.0,1.03
E2-accuracy,device1,qwen2.5:3b,1,inquiry,inquiry,True,0.19,10331.85
E2-accuracy,device1,qwen2.5:3b,2,inquiry,inquiry,True,0.69,2656.37
E2-accuracy,device1,qwen2.5:3b,3,inquiry,feedback,False,0.33,2918.97
E2-accuracy,device1,qwen2.5:3b,4,inquiry,inquiry,True,0.86,2067.62
E2-accuracy,device1,qwen2.5:3b,5,inquiry,inquiry,True,0.71,2537.89
E2-accuracy,device1,qwen2.5:3b,6,inquiry,inquiry,True,0.71,2567.78
E2-accuracy,device1,qwen2.5:3b,7,inquiry,inquiry,True,0.8,2253.32
E2-accuracy,device1,qwen2.5:3b,8,inquiry,complaint,False,0.76,2390.26
E2-accuracy,device1,qwen2.5:3b,9,inquiry,inquiry,True,0.79,2278.86
E2-accuracy,device1,qwen2.5:3b,10,inquiry,inquiry,True,0.62,2979.68
E2-accuracy,device1,qwen2.5:3b,11,complaint,complaint,True,0.78,2300.55
E2-accuracy,device1,qwen2.5:3b,12,complaint,complaint,True,0.78,2301.25
E2-accuracy,device1,qwen2.5:3b,13,complaint,complaint,True,0.61,3008.7
E2-accuracy,device1,qwen2.5:3b,14,complaint,complaint,True,0.66,2788.41
E2-accuracy,device1,qwen2.5:3b,15,complaint,complaint,True,0.83,2142.14
E2-accuracy,device1,qwen2.5:3b,16,complaint,complaint,True,0.71,2554.83
E2-accuracy,device1,qwen2.5:3b,17,complaint,complaint,True,0.63,2911.48
E2-accuracy,device1,qwen2.5:3b,18,complaint,complaint,True,0.68,2680.95
E2-accuracy,device1,qwen2.5:3b,19,complaint,complaint,True,0.64,2886.56
E2-accuracy,device1,qwen2.5:3b,20,complaint,complaint,True,0.65,2805.75
E2-accuracy,device1,qwen2.5:3b,21,feedback,feedback,True,0.36,2645.35
E2-accuracy,device1,qwen2.5:3b,22,feedback,feedback,True,0.41,2314.37
E2-accuracy,device1,qwen2.5:3b,23,feedback,feedback,True,0.4,2385.42
E2-accuracy,device1,qwen2.5:3b,24,feedback,feedback,True,0.37,2553.36
E2-accuracy,device1,qwen2.5:3b,25,feedback,feedback,True,0.4,2378.52
E2-accuracy,device1,qwen2.5:3b,26,feedback,complaint,False,0.66,2753.25
E2-accuracy,device1,qwen2.5:3b,27,feedback,feedback,True,0.37,2607.4
E2-accuracy,device1,qwen2.5:3b,28,feedback,complaint,False,0.76,2390.3
E2-accuracy,device1,qwen2.5:3b,29,feedback,feedback,True,0.37,2568.77
E2-accuracy,device1,qwen2.5:3b,30,feedback,feedback,True,0.42,2255.83
E2-accuracy,device1,qwen2.5:3b,31,spam,spam,True,0.33,2895.52
E2-accuracy,device1,qwen2.5:3b,32,spam,urgent,False,0.9,2954.63
E2-accuracy,device1,qwen2.5:3b,33,spam,spam,True,0.37,2606.15
E2-accuracy,device1,qwen2.5:3b,34,spam,spam,True,0.32,2995.44
E2-accuracy,device1,qwen2.5:3b,35,spam,spam,True,0.35,2749.09
E2-accuracy,device1,qwen2.5:3b,36,spam,spam,True,0.32,2979.0
E2-accuracy,device1,qwen2.5:3b,37,spam,inquiry,False,0.69,2655.62
E2-accuracy,device1,qwen2.5:3b,38,spam,spam,True,0.34,2840.67
E2-accuracy,device1,qwen2.5:3b,39,spam,complaint,False,0.55,3363.5
E2-accuracy,device1,qwen2.5:3b,40,spam,spam,True,0.29,3340.85
E2-accuracy,device1,qwen2.5:3b,41,urgent,urgent,True,0.36,2645.35
E2-accuracy,device1,qwen2.5:3b,42,urgent,complaint,False,0.84,2146.74
E2-accuracy,device1,qwen2.5:3b,43,urgent,urgent,True,0.4,2366.19
E2-accuracy,device1,qwen2.5:3b,44,urgent,urgent,True,0.32,2978.4
E2-accuracy,device1,qwen2.5:3b,45,urgent,complaint,False,0.77,2346.41
E2-accuracy,device1,qwen2.5:3b,46,urgent,urgent,True,0.38,2482.75
E2-accuracy,device1,qwen2.5:3b,47,urgent,complaint,False,0.73,2473.28
E2-accuracy,device1,qwen2.5:3b,48,urgent,complaint,False,0.71,2555.28
E2-accuracy,device1,qwen2.5:3b,49,urgent,urgent,True,0.36,2675.76
E2-accuracy,device1,qwen2.5:3b,50,urgent,urgent,True,0.42,2227.55
E2-accuracy,device1,qwen2.5:3b,51,inquiry,inquiry,True,0.7,2606.18
E2-accuracy,device1,qwen2.5:3b,52,inquiry,feedback,False,0.49,1934.16
E2-accuracy,device1,qwen2.5:3b,53,complaint,complaint,True,0.69,2631.27
E2-accuracy,device1,qwen2.5:3b,54,complaint,complaint,True,0.78,2318.88
E2-accuracy,device1,qwen2.5:3b,55,feedback,feedback,True,0.37,2582.01
E2-accuracy,device1,qwen2.5:3b,56,feedback,feedback,True,0.4,2393.87
E2-accuracy,device1,qwen2.5:3b,57,spam,spam,True,0.3,3191.05
E2-accuracy,device1,qwen2.5:3b,58,spam,spam,True,0.32,3020.93
E2-accuracy,device1,qwen2.5:3b,59,urgent,urgent,True,0.37,2589.32
E2-accuracy,device1,qwen2.5:3b,60,urgent,complaint,False,0.62,2985.37
E2-accuracy,device1,qwen2.5:3b,61,inquiry,inquiry,True,0.67,2715.62
E2-accuracy,device1,qwen2.5:3b,62,inquiry,inquiry,True,0.76,2371.32
E2-accuracy,device1,qwen2.5:3b,63,complaint,complaint,True,0.6,3105.93
E2-accuracy,device1,qwen2.5:3b,64,complaint,complaint,True,0.61,3025.15
E2-accuracy,device1,qwen2.5:3b,65,feedback,feedback,True,0.32,2988.34
E2-accuracy,device1,qwen2.5:3b,66,feedback,complaint,False,0.73,2480.68
E2-accuracy,device1,qwen2.5:3b,67,spam,spam,True,0.3,3229.81
E2-accuracy,device1,qwen2.5:3b,68,spam,spam,True,0.33,2861.64
E2-accuracy,device1,qwen2.5:3b,69,urgent,urgent,True,0.37,2542.85
E2-accuracy,device1,qwen2.5:3b,70,urgent,urgent,True,0.36,2659.22
E2-accuracy,device1,qwen2.5:3b,71,inquiry,inquiry,True,0.82,2194.92
E2-accuracy,device1,qwen2.5:3b,72,inquiry,feedback,False,0.41,2295.32
E2-accuracy,device1,qwen2.5:3b,73,complaint,complaint,True,0.73,2472.74
E2-accuracy,device1,qwen2.5:3b,74,complaint,complaint,True,0.74,2459.45
E2-accuracy,device1,qwen2.5:3b,75,feedback,feedback,True,0.39,2434.83
E2-accuracy,device1,qwen2.5:3b,76,feedback,complaint,False,0.68,2680.06
E2-accuracy,device1,qwen2.5:3b,77,spam,spam,True,0.31,3085.65
E2-accuracy,device1,qwen2.5:3b,78,spam,complaint,False,0.7,2616.45
E2-accuracy,device1,qwen2.5:3b,79,urgent,urgent,True,0.36,2666.24
E2-accuracy,device1,qwen2.5:3b,80,urgent,complaint,False,0.64,2842.7
E2-accuracy,device1,qwen2.5:3b,81,inquiry,inquiry,True,0.77,2354.08
E2-accuracy,device1,qwen2.5:3b,82,inquiry,inquiry,True,0.69,2657.81
E2-accuracy,device1,qwen2.5:3b,83,complaint,complaint,True,0.71,2578.32
E2-accuracy,device1,qwen2.5:3b,84,complaint,complaint,True,0.72,2528.63
E2-accuracy,device1,qwen2.5:3b,85,feedback,feedback,True,0.43,2190.39
E2-accuracy,device1,qwen2.5:3b,86,feedback,feedback,True,0.37,2563.92
E2-accuracy,device1,qwen2.5:3b,87,spam,spam,True,0.37,2559.84
E2-accuracy,device1,qwen2.5:3b,88,spam,spam,True,0.34,2803.36
E2-accuracy,device1,qwen2.5:3b,89,urgent,urgent,True,0.38,2490.45
E2-accuracy,device1,qwen2.5:3b,90,urgent,urgent,True,0.35,2735.13
E2-accuracy,device1,qwen2.5:3b,91,inquiry,complaint,False,0.59,3116.84
E2-accuracy,device1,qwen2.5:3b,92,inquiry,inquiry,True,0.73,2459.71
E2-accuracy,device1,qwen2.5:3b,93,complaint,complaint,True,0.7,2591.25
E2-accuracy,device1,qwen2.5:3b,94,complaint,complaint,True,0.7,2601.2
E2-accuracy,device1,qwen2.5:3b,95,feedback,complaint,False,0.7,2588.77
E2-accuracy,device1,qwen2.5:3b,96,feedback,feedback,True,0.33,2902.39
E2-accuracy,device1,qwen2.5:3b,97,spam,spam,True,0.31,3118.95
E2-accuracy,device1,qwen2.5:3b,98,spam,spam,True,0.3,3202.3
E2-accuracy,device1,qwen2.5:3b,99,urgent,urgent,True,0.31,3035.01
E2-accuracy,device1,qwen2.5:3b,100,urgent,urgent,True,0.34,2769.52
E2-accuracy,device1,qwen-q5,1,inquiry,,False,0.0,2.85
E2-accuracy,device1,qwen-q5,2,inquiry,,False,0.0,2.6
E2-accuracy,device1,qwen-q5,3,inquiry,,False,0.0,2.65
E2-accuracy,device1,qwen-q5,4,inquiry,,False,0.0,2.62
E2-accuracy,device1,qwen-q5,5,inquiry,,False,0.0,4.26
E2-accuracy,device1,qwen-q5,6,inquiry,,False,0.0,3.52
E2-accuracy,device1,qwen-q5,7,inquiry,,False,0.0,2.37
E2-accuracy,device1,qwen-q5,8,inquiry,,False,0.0,2.17
E2-accuracy,device1,qwen-q5,9,inquiry,,False,0.0,2.47
E2-accuracy,device1,qwen-q5,10,inquiry,,False,0.0,1.88
E2-accuracy,device1,qwen-q5,11,complaint,,False,0.0,2.41
E2-accuracy,device1,qwen-q5,12,complaint,,False,0.0,3.04
E2-accuracy,device1,qwen-q5,13,complaint,,False,0.0,2.09
E2-accuracy,device1,qwen-q5,14,complaint,,False,0.0,1.94
E2-accuracy,device1,qwen-q5,15,complaint,,False,0.0,1.66
E2-accuracy,device1,qwen-q5,16,complaint,,False,0.0,1.83
E2-accuracy,device1,qwen-q5,17,complaint,,False,0.0,1.74
E2-accuracy,device1,qwen-q5,18,complaint,,False,0.0,1.57
